,topic,category,content
203,That's why KKR pay him a hefty paycheck: Sehwag on Russell's performance vs SRH,sports,"Praising KKR all-rounder Andre Russell for his performance against SRH, former India opener Virender Sehwag said, ""Russell has been KKR's top performer. He has contributed with both bat and ball. This is why they pay him a hefty paycheck and retain him every year."" Russell remained unbeaten on 49 off 28 balls and picked three wickets against SRH on Saturday. "
204,KKR may not feel the absence of Pat Cummins: Jaffer,sports,"Ex-India cricketer Wasim Jaffer has said KKR might not feel the absence of all-rounder Pat Cummins as Tim Southee and Andre Russell have been bowling well, and Umesh Yadav has returned against SRH. Cummins was ruled out of remainder of IPL 2022 due to hip injury. With five wins from 12 matches, KKR are currently eighth on the points table."
205,He's as frustrated as anyone: Hesson on Kohli's form in IPL 2022,sports,"Following Virat Kohli's dismissal on 20(14) against PBKS in IPL 2022, RCB Director of Cricket Mike Hesson said the opener was unfortunate as he looked in good touch. ""Virat is as frustrated as anyone but we know that the epic one is around the corner,"" he added. Kohli has scored 236 runs with one half-century in 13 matches so far."
206,I would like to see myself as leg-spinning all-rounder in future: Bishnoi,sports,"LSG's 21-year-old spinner Ravi Bishnoi has said he would like to see himself in a role of a leg-spinning all-rounder in the near future. ""I'm working very hard on my batting and will try my best to be a match-winner with the bat,"" he added. So far, Bishnoi has picked nine wickets in 11 games in IPL 2022."
207,Well done: Irfan on Umran's 3/33 vs KKR after going wicketless in 3 games,sports,"Former India cricketer Irfan Pathan has praised SRH pacer Umran Malik's performance in their match against KKR on Saturday. ""Push him when [he] does well, back him when he doesn't. He is still young but with tons of potential. Well done my boy,"" tweeted Irfan. Umran picked three wickets against KKR after going wicketless in his last three matches. "
208,Andre Russell is absolutely gold dust: Aakash Chopra,sports,"Former India cricketer Aakash Chopra praised KKR all-rounder Andre Russell for scoring a match-winning 49*(28) and picking up three wickets against SunRisers Hyderabad on Saturday. ""Andre in, ball out and then Andre in, batter out. I mean he won the Russell vs Hyderabad match...Andre does the bowler's job...and the batter's job also. He is absolutely gold dust,"" Chopra said. "
209,Was determined not to give up despite injury in Thomas Cup semis: Prannoy,sports,"HS Prannoy, who won the decisive fifth match after India and Denmark were tied 2-2 in 2022 Thomas Cup semi-final, said the 3-2 win was a ""big"" one since Denmark's strength lies in singles. Prannoy added that he was determined to not give up despite suffering an ankle injury during the match. Notably, it's India's first-ever final in tournament's history."
210,World no. 1 Swiatek reaches 5th straight final of 2022 at Italian Open ,sports,"World number one Iga Swiatek defeated third-seeded Aryna Sabalenka 6-2, 6-1 in the semi-final of Italian Open to reach her fifth consecutive WTA Tour final on Saturday. The 20-year-old has extended her winning streak to 27 matches, the fourth longest of the century. Swiatek has won titles in Doha, Indian Wells, Miami and Stuttgart in 2022 so far."
211,We've lost another one of our heroes: Maxwell on Andrew Symonds' demise,sports,"Reacting to the news of former Australia all-rounder Andrew Symonds passing away in a car accident on Saturday night, Australia all-rounder Glenn Maxwell tweeted, ""Can't believe what I've just woken up to."" Maxwell also expressed condolences, stating, ""Thinking of his family, his teammates and everyone in the cricket community. We've lost another one of our heroes."" "
212,Shocking news to wake up to: Laxman on demise of Andrew Symonds,sports,"Ex-India cricketer VVS Laxman took to Twitter to condole the demise of ex-Australia all-rounder Andrew Symonds. He wrote, ""Shocking news to wake up to here in India. Rest in peace my dear friend. Such tragic news."" Symonds, who was part of Australia's World Cup-winning teams in 2003 and 2007, passed away in a car accident aged 46 on Saturday night."
213,"Gone too soon: Rashid, Dhawan condole Andrew Symonds' demise",sports,"Condoling the demise of former Australia all-rounder Andrew Symonds, Afghanistan spinner Rashid Khan tweeted, ""Saddened and shocked to hear the sudden demise of Andrew Symonds. A legend of the sport, gone too soon."" India batter Shikhar Dhawan wrote, ""Shocking news...My condolences to his family and friends. May God bless his soul."" Symonds died in a car accident on Saturday night."
214,"Kohli looks towards sky & speaks to himself after getting out for 20, video goes viral",sports,"RCB batter Virat Kohli looked towards the sky and spoke to himself after getting out for 20(14) against PBKS. Kohli was caught out at short fine leg after the ball brushed his glove and lobbed off his thigh pad. ""Hope luck turns on your side soon!"" PBKS tweeted. A user tweeted, ""Kohli literally begging for some luck."""
215,Video of black cat interrupting RCB-PBKS match goes viral,sports,"A video of a black cat interrupting RCB-PBKS match has gone viral. During the first over of RCB's innings, the cat was seen sitting on sightscreen, briefly halting the match. ""Best part is that the cat was licking its paw, not caring about anything else. Cat 1-0 IPL,"" a fan tweeted. ""Black cat on Friday the 13th,"" wrote another user."
216,IPL commentator Simon Doull shares screenshot of troll abusing him on Instagram,sports,"IPL commentator Simon Doull took to Twitter to share a screenshot of a troll abusing him on Instagram. Alongside the screenshot, Doull wrote, ""Can’t believe I still get work if I'm so bad. Hope you're amazing at your job whoever you are. Maybe come out from hiding behind...fake name and we can have a chat about our jobs."""
217,How does the IPL 2022 points table read as RCB record second-worst NRR?,sports,"Following their defeat against PBKS, RCB now have the second-worst net run-rate (NRR). RCB are fourth on the IPL 2022 points table with 14 points and NRR of -0.323. DC and PBKS have 12 points each, with DC having a better NRR. Among the teams having 10 points each, SRH have a superior NRR of -0.031."
218,Just a psychological thing: CSK CEO on Ambati Rayudu deleting 'IPL retirement' tweet,sports,"After Ambati Rayudu tweeted that he is retiring from IPL after the ongoing season and deleted the tweet minutes later, CSK CEO Kasi Viswanathan said, ""I spoke to him and he is not retiring."" ""He was disappointed with his performance and that's why he might have put out that tweet. Just a psychological thing, I reckon,"" he added. "
219,"RCB's Rajat Patidar's 102-metre six hits elderly man's head, video goes viral",sports,"RCB batter Rajat Patidar slammed a 102-metre six on the bowling of PBKS all-rounder Harpreet Brar, which went on to hit an elderly man's head in the stands after ricocheting from a banner. A video has gone viral showing the man looking in discomfort. ""Hope he is doing fine,"" a fan commented on the video."
220,"KKR to bat first against SRH, make 2 changes to their playing XI",sports,"KKR captain Shreyas Iyer won the toss and elected to bat first against SRH in their IPL 2022 clash on Saturday. KKR have made two changes to their playing XI, with Umesh Yadav and Sam Billings replacing Pat Cummins and Sheldon Jackson. SRH have included Washington Sundar, Marco Jansen and T Natarajan in their playing XI."
221,RCB's Josh Hazlewood records worst bowling figures of IPL 2022,sports,"RCB fast bowler Josh Hazlewood on Friday recorded the worst bowling figures of IPL 2022. The 31-year-old Australian conceded 64 runs without taking a wicket against PBKS. Hazlewood, whose figures read 4-0-64-0, was hit for seven fours and four sixes in his spell. The previous worst bowling figures of IPL 2022 were 4-0-63-0 recorded by SRH fast bowler Marco Jansen."
222,"PBKS register their 2nd win against RCB in IPL 2022, jump to 6th spot",sports,"PBKS registered their second victory against RCB in IPL 2022 after defeating them by 54 runs at the Brabourne Stadium in Mumbai. With the win, PBKS jumped to the sixth spot with 12 points from 12 matches. Liam Livingstone top-scored for PBKS with 70(42), while their fast bowler Kagiso Rabada took three wickets."
223,"CSK's Rayudu says IPL 2022 will be his last as a player, deletes tweet later",sports,"CSK batter Ambati Rayudu took to Twitter to share that IPL 2022 will be his last as a player, however, he deleted the tweet later. ""I've had a wonderful time playing it and being a part of two great teams for 13 years...Would love to sincerely thank Mumbai Indians and CSK for the wonderful journey,"" he had written."
224,"KKR's Rinku forgets to make T sign for DRS, asked by umpire to walk off; video goes viral",sports,"KKR batter Rinku Singh forgot to make a T sign for DRS after being given LBW out by on-field umpire on the bowling of SRH's T Natarajan. Rinku was seen chatting with his teammate Sam Billings while waiting for umpires to check with third umpire. However, the umpire asked him to walk off as DRS timer came down to zero."
