,topic,category,content
354,Don't feel for me: Parag on entrepreneur's 'I feel for Twitter CEO' tweet ,technology,"Twitter CEO Parag Agrawal responded to an entrepreneur who had tweeted, ""I feel for the current CEO of Twitter - he had all these plans and now lives with the same uncertainty of his whole team."" Responding to entrepreneur Suhail Doshi, Agrawal tweeted, ""Thank you but don't feel for me...What matters most is the service and the people improving it."""
355,"Will take considerate view on crypto, it can't be rushed: FM",technology,"The government will take a considerate decision on cryptocurrency regulation but it can't be rushed through, Finance Minister Nirmala Sitharaman said. However, she added that the government is open to promote innovation made in the distributed ledger technologies. ""Our intention is in no way to hurt this (innovation around crypto)...but (we need to) define for ourselves,"" she stated. "
356,Meta's shares surge 19% as Facebook reports user growth in Q1 2022,technology,"Facebook-parent Meta's shares surged 19% during pre-market trading in New York, a day after it reported that Facebook added more users than projected in Q1 2022. Facebook had 1.96 billion daily users in Q1 2022, a return to growth after its first-ever decline in Q4 2021, Meta reported on Wednesday. Meta's shares climbed as high as $210.14/share following the report."
357,Meta reports 21% drop in profits in 2nd straight quarterly decline,technology,"Facebook parent Meta reported a 21% y-o-y decline in its profit for Q1 2022 at $7.5 billion, marking the company's second consecutive quarterly decline. Meta's revenue however grew 7% to $27.91 billion from $26.17 billion. Meanwhile, Facebook's daily active user count also increased 4% y-o-y to 1.96 billion after declining in Q4 2021 for the first time."
358,Apple opens Self Service Repair to iPhone users in US,technology,"Apple on Wednesday announced the launch of Self Service Repair in the US. As part of the facility, owners of iPhone 12, 13 and third-generation SE can go through repair manuals, and then buy the parts required to fix common issues with the handsets online. The service will be expanded to additional countries, starting with Europe, later this year."
359,"Ex-Twitter CEO tells Musk 'bullying isn't leadership', he reacts",technology,"Former Twitter CEO Dick Costolo reacted to Elon Musk's response to Twitter's General Counsel Vijaya Gadde reportedly crying over his takeover and expressing concerns, saying, ""Bullying is not leadership...You're making an executive at the company you just bought...target of harassment."" In response, Musk said, ""What are talking about? I'm just saying Twitter needs to be politically neutral."""
360,Amazon permanently lifts ban on mobile phones in warehouses: Report,technology,"Amazon has permanently lifted the ban on mobile phones in warehouses allowing workers to keep mobile phones with them on the job, Bloomberg reported citing an internal email. ""We recognise the desire for employees to keep their mobile phones...and...last two years have demonstrated that we can safely do so,"" it said. The new policy will be applicable worldwide."
361,Your rules won't apply here: EU to Musk over Twitter deal,technology,"The European Union has warned that Elon Musk-owned Twitter will have to respect the bloc's rules regarding online content moderation. ""Elon, there are rules...It's not your rules which will apply here,"" said EU Internal Market Chief Thierry Breton. He added that if Twitter fails to comply, the EU could fine 6% of its annual revenue or even ban it entirely."
362,US judge rejects Musk's bid to end Tesla tweets review under SEC deal,technology,"A US judge has rejected Tesla CEO Elon Musk's bid to end the condition to have his tweets on Tesla vetted by a competent lawyer before posting, a requirement under his US SEC deal. Musk has claimed he was forced to agree to the deal. The judge said Musk's free speech argument against the deal is ""meritless"" and ""particularly ironic""."
363,Elon Musk wins $13 bn suit over $2.6 bn Tesla-SolarCity deal,technology,"Tesla CEO Elon Musk has won a $13 billion lawsuit over Tesla's $2.6 billion acquisition of SolarCity, which Tesla shareholders had called a ""bailout"". They accused Musk of coercing Tesla's board into buying the struggling SolarCity, to rescue his investment. However, the US court found that Musk ""was more involved in the process than a conflicted fiduciary should be""."
364,"CCI conducts raids against Amazon, Flipkart's Indian sellers: Report",technology,"The CCI has launched raids against some Indian sellers of Amazon and Flipkart over alleged violation of competition laws, Reuters reported citing sources. The raids were carried out against two of Amazon's sellers, Cloudtail and Appario, while no details on Flipkart's sellers were reported. Both the firms have earlier been accused of promoting preferred sellers on their websites.


"
365,Political neutrality is easy: Cuban after Musk says Twitter must be neutral,technology,"Billionaire investor Mark Cuban in response to Elon Musk's comment on making Twitter ""politically neutral"" said, ""It's easy to be politically neutral. It's hard to be neutral about health and safety issues."" Earlier, Musk said that to ""deserve"" the public's trust, Twitter ""must be politically neutral"". He added that it ""effectively means upsetting the far-right and...far-left equally""."
366,Global chipmakers evaluating sites in India for new plants: Govt,technology,"Some of the world's biggest chipmakers are evaluating locations in India for new plants, Communications, Electronics and IT Minister Ashwini Vaishnaw told Bloomberg Television. India is in discussion with some of the world's largest firms to attract them into the country. ""India is right there squarely on their global plans whether it is Intel, GlobalFoundries,"" he added."
367,Reels hard to monetise despite being popular: Zuckerberg,technology,"Reels account for over 20% of the time that users spend on Instagram, but they're hard to monetise for now, Meta CEO Mark Zuckerberg said during the company's Q1 2022 earnings call. He added that currently AI recommendations are driving more of user feeds than social content. This will unlock ""interesting"" content that users would've otherwise missed, he noted."
368,UK govt proposes seizing crypto assets to help against economic crime,technology,"The UK government has proposed seizing crypto assets to help combat economic crime. It told the parliament's Treasury Select Committee that the creation of a civil forfeiture power would ""mitigate the risk posed by those that cannot be prosecuted but use their funds to further criminality"". The parliamentary inquiry recommended creating a single body to tackle economic crime."
